Feature,Importance Score,Rank,Fold
Marraige Status (Yrs),3.702047888735838,1,1
 Age (yrs),2.0355137608064737,2,1
Reg.Exercise(Y/N),1.207524878829267,3,1
Follicle No. (R),1.0137186546067845,4,1
Weight gain(Y/N),0.9739969988444674,5,1
hair growth(Y/N),0.7001711163797453,6,1
Cycle length(days),0.5330026843514021,7,1
Hair loss(Y/N),0.4137713327414339,8,1
Skin darkening (Y/N),0.40665119654005044,9,1
Weight (Kg),0.39381011747362976,10,1
Vit D3 (ng/mL),0.3105976304875669,11,1
Waist(inch),0.21972588144157199,12,1
FSH(mIU/mL),0.21869655769701132,13,1
Cycle(R/I),0.12629869944336133,14,1
FSH/LH,0.12126560485958651,15,1
Follicle No. (L),0.06975980984634406,16,1
  I   beta-HCG(mIU/mL),0.057480857645282254,17,1
Hip(inch),0.029993526503031484,18,1
Pimples(Y/N),0.006693922756905588,19,1
Avg. F size (L) (mm),0.006033266037148591,20,1
Fast food (Y/N),0.0044418614305295635,21,1
RR (breaths/min),-7086546472480152.0,22,1
Fast food (Y/N),4.320303686173598,1,2
Vit D3 (ng/mL),3.73652782599985,2,2
Cycle(R/I),1.1359346137300796,3,2
Marraige Status (Yrs),0.9847099081973871,4,2
Reg.Exercise(Y/N),0.9495820573563638,5,2
Hip(inch),0.7648970561871904,6,2
Follicle No. (L),0.5434941204566572,7,2
FSH/LH,0.471845421385769,8,2
 Age (yrs),0.32859246177861273,9,2
Hair loss(Y/N),0.29901617941902925,10,2
  I   beta-HCG(mIU/mL),0.29888939012057275,11,2
Skin darkening (Y/N),0.22132025764031407,12,2
Follicle No. (R),0.12677951604274867,13,2
Weight (Kg),0.05421108703949958,14,2
Waist(inch),0.052253722480762516,15,2
Weight gain(Y/N),0.04498846357906114,16,2
FSH(mIU/mL),0.02223297318181865,17,2
Cycle length(days),0.017532571743448216,18,2
Pimples(Y/N),0.012322715647524716,19,2
hair growth(Y/N),0.004107253564785823,20,2
Avg. F size (L) (mm),0.0018797834433649753,21,2
RR (breaths/min),-5078527239375346.0,22,2
RR (breaths/min),60.0,1,3
Follicle No. (L),7.428167708034355,2,3
Weight (Kg),7.078646490641393,3,3
Hip(inch),6.455030963780222,4,3
Weight gain(Y/N),6.442463533225284,5,3
Fast food (Y/N),5.114322273208612,6,3
 Age (yrs),4.492961687107704,7,3
Marraige Status (Yrs),4.151248168226118,8,3
Waist(inch),3.9223701836452567,9,3
Follicle No. (R),3.5332464759647904,10,3
Pimples(Y/N),2.907571736606403,11,3
Cycle length(days),1.9408051577928915,12,3
Avg. F size (L) (mm),1.744255274891769,13,3
Hair loss(Y/N),0.7577417646712733,14,3
Cycle(R/I),0.7136267298341848,15,3
  I   beta-HCG(mIU/mL),0.7044184950784781,16,3
FSH(mIU/mL),0.5847631540609943,17,3
FSH/LH,0.5694640962150664,18,3
Skin darkening (Y/N),0.3036650041037943,19,3
Reg.Exercise(Y/N),0.2797458150715347,20,3
Vit D3 (ng/mL),0.08036751291171916,21,3
hair growth(Y/N),0.048122677517528946,22,3
Cycle length(days),6.534205294661332,1,4
FSH/LH,5.920290124055127,2,4
Fast food (Y/N),4.914121232644799,3,4
Cycle(R/I),1.836693196495324,4,4
Weight gain(Y/N),1.1360797354114045,5,4
 Age (yrs),0.8987278640667388,6,4
  I   beta-HCG(mIU/mL),0.7052563634562216,7,4
Hair loss(Y/N),0.6921229960890638,8,4
Skin darkening (Y/N),0.5411308185127528,9,4
Avg. F size (L) (mm),0.5128310384461541,10,4
Vit D3 (ng/mL),0.4863223681601792,11,4
hair growth(Y/N),0.2919314164487167,12,4
FSH(mIU/mL),0.2565668802727413,13,4
Marraige Status (Yrs),0.18152621435845187,14,4
Follicle No. (R),0.16816006871188982,15,4
Hip(inch),0.10799103954108419,16,4
Waist(inch),0.04999042426669022,17,4
Weight (Kg),0.04639614580909416,18,4
Reg.Exercise(Y/N),0.003223858003410073,19,4
Follicle No. (L),0.0003881612634808109,20,4
Pimples(Y/N),0.00026552169703009576,21,4
RR (breaths/min),-1.3260598902813232e+16,22,4
FSH/LH,4.309898512372191,1,5
  I   beta-HCG(mIU/mL),2.5599428958694483,2,5
 Age (yrs),2.5387351156232363,3,5
Follicle No. (R),2.298824760275316,4,5
FSH(mIU/mL),1.420365616805794,5,5
Pimples(Y/N),0.8804529452799491,6,5
Hair loss(Y/N),0.8025695182051814,7,5
Weight gain(Y/N),0.7468228237285175,8,5
Skin darkening (Y/N),0.710707715495282,9,5
Vit D3 (ng/mL),0.5079993644091122,10,5
Cycle length(days),0.48264420527827323,11,5
Marraige Status (Yrs),0.45448379830910834,12,5
Waist(inch),0.37956144910659834,13,5
Cycle(R/I),0.31130690161530716,14,5
Avg. F size (L) (mm),0.2927910878852775,15,5
Fast food (Y/N),0.14430830453451443,16,5
hair growth(Y/N),0.0653866913408935,17,5
Weight (Kg),0.013367977976299947,18,5
Hip(inch),0.012655339702025741,19,5
Reg.Exercise(Y/N),0.011086706411461974,20,5
Follicle No. (L),6.846220555295155e-07,21,5
RR (breaths/min),-7699702588730309.0,22,5
